valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-15 00:00:00,39.75,22.25,0.0,269.4823,-0.18304443,-1.4374237,266.83215
1990-01-15 00:00:00,39.75,22.5,0.0,270.82605,-0.26800537,-1.69133,268.12122
1990-01-15 06:00:00,39.5,22.25,9.536743e-07,268.19745,0.22897339,0.7011261,266.20453
1990-01-15 06:00:00,39.5,22.5,3.33786e-06,269.3498,0.06686401,0.46284485,267.9272
1990-01-15 06:00:00,39.75,22.25,0.0,270.24628,-0.19485474,-1.6904755,266.77094
1990-01-15 06:00:00,39.75,22.5,0.0,271.92596,-0.46047974,-1.9658661,268.6635
1990-01-15 12:00:00,39.5,22.25,3.33786e-06,278.94086,0.29945374,-0.27687073,271.2934
1990-01-15 12:00:00,39.5,22.5,1.4781952e-05,277.70844,0.35902405,0.17625427,273.41644
1990-01-15 12:00:00,39.75,22.25,1.5258789e-05,278.12445,-0.17222595,0.4360199,272.38715
1990-01-15 12:00:00,39.75,22.5,5.9127808e-05,278.51117,-1.0355072,-0.49171448,275.0805
1990-01-15 18:00:00,39.5,22.25,0.0,275.67322,1.0973358,-0.90037537,271.75275
1990-01-15 18:00:00,39.5,22.5,1.4305115e-06,273.52283,1.4235077,0.21681213,271.61798
1990-01-15 18:00:00,39.75,22.25,6.198883e-06,273.41736,0.31803894,-0.7021332,272.04376
1990-01-15 18:00:00,39.75,22.5,2.6226044e-05,276.02283,0.43229675,-0.54100037,275.08478
1990-01-16 00:00:00,39.5,22.25,0.0,274.35376,1.0877991,-0.9553833,271.41245
1990-01-16 00:00:00,39.5,22.5,9.536743e-07,272.9729,1.4413147,0.4430542,271.15854
1990-01-16 00:00:00,39.75,22.25,3.8146973e-06,272.28345,0.35147095,-1.0881958,271.0687
1990-01-16 00:00:00,39.75,22.5,7.6293945e-06,272.86743,0.657135,-1.2825317,271.3148
1990-01-16 06:00:00,39.5,22.25,0.0,272.32898,-0.034332275,0.4517212,270.94016
1990-01-16 06:00:00,39.5,22.5,0.0,270.6903,0.15707397,1.425354,270.1511
1990-01-16 06:00:00,39.75,22.25,0.0,270.67664,0.12973022,-1.06781,269.52023
1990-01-16 06:00:00,39.75,22.5,0.0,270.9989,0.8357849,-0.47991943,269.15305
1990-01-16 12:00:00,39.5,22.25,0.0,281.1007,0.1222229,0.3487091,273.5362
1990-01-16 12:00:00,39.5,22.5,0.0,280.0714,0.5626526,0.8203888,273.253
1990-01-16 12:00:00,39.75,22.25,0.0,280.005,0.56655884,0.2315216,271.4229
1990-01-16 12:00:00,39.75,22.5,0.0,279.91907,0.6847229,0.596756,273.2647
1990-01-16 18:00:00,39.5,22.25,0.0,272.9048,-0.350708,1.4258575,271.58066
1990-01-16 18:00:00,39.5,22.5,0.0,272.5122,-0.8721924,1.4883575,271.29745
1990-01-16 18:00:00,39.75,22.25,0.0,272.18213,0.22253418,-1.2665253,270.51816
